id,"code","name","definition","contains_id/id","level","comments","is_active","source_id/id","system"
serv_type_1,"1","Adoption/Permanent Care Info/Support","Adoption & permanent care information/support","","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_31,"31","Relaxation Therapy","Relaxation therapy","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_32,"32","Shiatsu","Shiatsu","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_33,"33","Western Herbal Medicine","Western herbal medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_34,"34","Family Day care","Family day care","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_35,"35","Holiday Programs","Holiday programs","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_36,"36","Kindergarten Inclusion Support","Kindergarten inclusion support for children with a disability","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_37,"37","Kindergarten/Preschool","Kindergarten/preschool","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_38,"38","Long Day Child Care","Long day child care","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_39,"39","Occasional Child Care","Occasional child care","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_40,"40","Outside School Hours Care","Outside school hours care","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_41,"41","Children's Play Programs","Children's play programs","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_42,"42","Parenting/Family Support/Education","Parenting & family management support/education","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_43,"43","Playgroup","Playgroup","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_44,"44","School Nursing","School nursing","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_45,"45","Toy Library","Toy library","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_46,"46","Child Protection/Child Abuse Report","Child protection/child abuse report","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_47,"47","Foster Care","Foster care","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_48,"48","Residential/Out-of-Home Care","Residential/ out of home care","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_49,"49","Support - Young People Leaving Care","Support for young people leaving care","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_50,"50","Audiology","Audiology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_51,"51","Blood Donation","Blood donation","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_52,"52","Chiropractic","Chiropractic","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_53,"53","Dietetics","Dietetics","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_54,"54","Family Planning","Family planning","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_55,"55","Health Advocacy/Liaison Service","Health advocacy/Liaison service","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_56,"56","Health Information/Referral","Health information/referral","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_57,"57","Immunization","Immunization","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_58,"58","Maternal & Child Health","Maternal & child health","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_59,"59","Nursing","Nursing","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_60,"60","Nutrition","Nutrition","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_61,"61","Occupational Therapy","Occupational therapy","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_62,"62","Optometry","Optometry","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_63,"63","Osteopathy","Osteopathy","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_64,"64","Pharmacy","Pharmacy","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_65,"65","Physiotherapy","Physiotherapy","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_66,"66","Podiatry","Podiatry","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_67,"67","Sexual Health","Sexual health","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_68,"68","Speech Pathology/Therapy","Speech pathology/therapy","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_69,"69","Bereavement Counselling","Bereavement counselling","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_70,"70","Crisis Counselling","Crisis counselling","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_71,"71","Family Counselling/Therapy","Family counselling and/or family therapy","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_72,"72","Family Violence Counselling","Family violence counselling","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_73,"73","Financial Counselling","Financial counselling","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_74,"74","Generalist Counselling","Generalist counselling","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_75,"75","Genetic Counselling","Genetic counselling","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_76,"76","Health Counselling","Health counselling","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_77,"77","Mediation","Mediation","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_78,"78","Problem Gambling Counselling","Problem gambling counselling","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_79,"79","Relationship Counselling","Relationship counselling","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_80,"80","Sexual Assault Counselling","Sexual assault counselling","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_81,"81","Trauma Counselling","Trauma counselling","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_82,"82","Victims of Crime Counselling","Victims of crime counselling","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_83,"83","Cemetery Operation","Cemetery operation","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_84,"84","Cremation","Cremation","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_85,"85","Death Service Information","Death service information","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_86,"86","Funeral Services","Funeral services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_87,"87","Endodontic","Endodontic","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_88,"88","General Dental","General dental","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_89,"89","Oral Medicine","Oral medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_90,"90","Oral Surgery","Oral surgery","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_91,"91","Orthodontic","Orthodontic","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_92,"92","Paediatric Dentistry","Paediatric Dentistry","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_93,"93","Periodontic","Periodontic","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_94,"94","Prosthodontic","Prosthodontic","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_95,"95","Acquired Brain Injury Info/Referral","Acquired brain injury information/referral","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_96,"96","Disability Advocacy","Disability advocacy","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_97,"97","Disability Aids & Equipment","Disability aids & equipment","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_98,"98","Disability Case Management","Disability case management","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_99,"99","Disability Day Programs/Activities","Disability day programs & activities","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_100,"100","Disability Information/Referral","Disability information/referral","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_101,"101","Disability Support Packages","Disability support packages","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_102,"102","Disability Supported Accommodation","Disability supported accommodation","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_103,"103","Early Childhood Intervention","Early childhood intervention","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_104,"104","Hearing Aids & Equipment","Hearing aids & equipment","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_105,"105","Drug and/or Alcohol Counselling","Drug and/or alcohol counselling","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_106,"106","Drug/Alcohol Information/Referral","Drug and/or alcohol information/referral","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_107,"107","Needle & Syringe Exchange","Needle & Syringe exchange","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_108,"108","Non-resid. Alcohol/Drug Treatment","Non-residential alcohol and/or drug dependence treatment","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_109,"109","Pharmacotherapy","Pharmacotherapy (eg. methadone) program","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_110,"110","Quit Program","Quit program","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_111,"111","Residential Alcohol/Drug Treatment","Residential alcohol and/or drug dependence treatment","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_112,"112","Adult/Community Education","Adult/community education","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_113,"113","Higher Education","Higher education","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_114,"114","Primary Education","Primary education","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_115,"115","Secondary Education","Secondary education","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_116,"116","Training & Vocational Education","Training & vocational education","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_117,"117","Emergency Medical","Emergency medical","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_118,"118","Employment Placement and/or Support","Employment placement and/or support","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_119,"119","Vocational Rehabilitation","Vocational Rehabilitation","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_120,"120","Work Safety/Accident Prevention","Workplace safety and/or accident prevention","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_121,"121","Financial Assistance","Financial assistance","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_122,"122","Financial Information/Advice","Financial information/advice","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_123,"123","Material Aid","Material aid","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_124,"124","General Practice","General Practice/GP (doctor)","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_125,"125","Accommodation Placement/Support","Accommodation placement and/or support","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_126,"126","Crisis/Emergency Accommodation","Crisis/emergency accommodation","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_127,"127","Homelessness Support","Homelessness support","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_128,"128","Housing Information/Referral","Housing information/referral","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_129,"129","Public Rental Housing","Public rental housing","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_130,"130","Interpreting/Multilingual Service","Interpreting/Multilingual/Language service","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_131,"131","Juvenile Justice","Juvenile Justice","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_132,"132","Legal Advocacy","Legal advocacy","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_133,"133","Legal Information/Advice/Referral","Legal information/advice/referral","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_134,"134","Mental Health Advocacy","Mental health advocacy","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_135,"135","Mental Health Assess/Triage/Crisis Response","Mental health assessment/triage/crisis response","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_136,"136","Mental Health Case Management","Mental health case management/continuing care","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_137,"137","Mental Health Information/Referral","Mental health information/referral","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_138,"138","Mental Health Inpatient Services","Mental health inpatient services (hospital psychiatric unit) - requires referral","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_139,"139","Mental Health Non-residential Rehab","Mental health non-residential rehabilitation","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_140,"140","Mental Health Residential Rehab/CCU","Mental health residential rehabilitation/community care unit","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_141,"141","Psychiatry (Requires Referral)","Psychiatry (requires referral)","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_142,"142","Psychology","Psychology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_143,"143","Martial Arts","Martial arts","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_144,"144","Personal Fitness Training","Personal fitness training","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_145,"145","Physical Activity Group","Physical activity group","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_146,"146","Physical Activity Programs","Physical activity programs","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_147,"147","Physical Fitness Testing","Physical fitness testing","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_148,"148","Pilates","Pilates","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_149,"149","Self-Defence","Self defence","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_150,"150","Sporting Club","Sporting club","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_151,"151","Yoga","Yoga","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_152,"152","Food Safety","Food safety","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_153,"153","Health Regulatory /Inspection /Cert.","Health regulatory, inspection and/or certification","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_154,"154","Work Health/Safety Inspection/Cert.","Workplace health and/or safety inspection and/or certification","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_155,"155","Carer Support","Carer support","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_156,"156","Respite Care","Respite care","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_157,"157","Anatomical Pathology","Anatomical Pathology (including Cytopathology & Forensic Pathology)","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_158,"158","Pathology - Clinical Chemistry","Pathology - Clinical Chemistry","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_159,"159","Pathology - General","Pathology - General","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_160,"160","Pathology - Genetics","Pathology - Genetics","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_161,"161","Pathology - Haematology","Pathology - Haematology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_162,"162","Pathology - Immunology","Pathology - Immunology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_163,"163","Pathology - Microbiology","Pathology - Microbiology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_164,"164","Anaesthesiology - Pain Medicine","Anaesthesiology - Pain Medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_165,"165","Cardiology","Cardiology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_166,"166","Clinical Genetics","Clinical Genetics","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_167,"167","Clinical Pharmacology","Clinical Pharmacology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_168,"168","Dermatology","Dermatology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_169,"169","Endocrinology","Endocrinology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_170,"170","Gastroenterology & Hepatology","Gastroenterology & Hepatology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_171,"171","Geriatric Medicine","Geriatric medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_172,"172","Immunology & Allergy","Immunology & Allergy","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_173,"173","Infectious Diseases","Infectious diseases","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_174,"174","Intensive Care Medicine","Intensive care medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_175,"175","Medical Oncology","Medical Oncology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_176,"176","Nephrology","Nephrology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_177,"177","Neurology","Neurology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_178,"178","Occupational Medicine","Occupational Medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_179,"179","Palliative Medicine","Palliative Medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_180,"180","Public Health Medicine","Public Health Medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_181,"181","Rehabilitation Medicine","Rehabilitation Medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_182,"182","Rheumatology","Rheumatology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_183,"183","Sleep Medicine","Sleep Medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_184,"184","Thoracic Medicine","Thoracic medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_185,"185","Gynaecological Oncology","Gynaecological Oncology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_186,"186","Obstetrics & Gynaecology","Obstetrics & Gynaecology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_187,"187","Reproductive Endocrinology/Infertility","Reproductive Endocrinology & Infertility","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_188,"188","Urogynaecology","Urogynaecology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_189,"189","Neonatology & Perinatology","Neonatology & Perinatology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_190,"190","Paediatric Cardiology","Paediatric Cardiology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_191,"191","Paediatric Clinical Genetics","Paediatric Clinical Genetics","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_192,"192","Paediatric Clinical Pharmacology","Paediatric Clinical Pharmacology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_193,"193","Paediatric Endocrinology","Paediatric Endocrinology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_194,"194","Paed. Gastroenterology/Hepatology","Paediatric Gastroenterology & Hepatology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_195,"195","Paediatric Haematology","Paediatric Haematology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_196,"196","Paediatric Immunology & Allergy","Paediatric Immunology & Allergy","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_197,"197","Paediatric Infectious Diseases","Paediatric Infectious diseases","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_198,"198","Paediatric Intensive Care Medicine","Paediatric intensive care medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_199,"199","Paediatric Medical Oncology","Paediatric Medical Oncology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_200,"200","Paediatric Medicine","Paediatric Medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_201,"201","Paediatric Nephrology","Paediatric Nephrology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_202,"202","Paediatric Neurology","Paediatric Neurology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_203,"203","Paediatric Nuclear Medicine","Paediatric Nuclear Medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_204,"204","Paediatric Rehabilitation Medicine","Paediatric Rehabilitation Medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_205,"205","Paediatric Rheumatology","Paediatric Rheumatology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_206,"206","Paediatric Sleep Medicine","Paediatric Sleep Medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_207,"207","Paediatric Surgery","Paediatric Surgery","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_208,"208","Paediatric Thoracic Medicine","Paediatric Thoracic Medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_209,"209","Diag. Radiology /Xray /CT /Fluoroscopy","Diagnostic Radiology/Xray/CT/Fluoroscopy","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_210,"210","Diagnostic Ultrasound","Diagnostic Ultrasound","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_211,"211","Magnetic Resonance Imaging (MRI)","Magnetic Resonance Imaging (MRI)","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_212,"212","Nuclear Medicine","Nuclear Medicine","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_213,"213","Obstetric/Gynaecological Ultrasound","Obstetric & Gynaecological Ultrasound","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_214,"214","Radiation Oncology","Radiation oncology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_215,"215","Cardiothoracic Surgery","Cardiothoracic surgery","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_216,"216","Neurosurgery","Neurosurgery","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
