"id","contains_ids/id","level","comments","is_active","source_id/id","system"
hc_base.subs_code_668004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_683009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_693002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_698006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_699003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_704006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_732002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_735000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_747006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_804003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_859004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_860009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_873008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_876000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_877009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_889006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_896008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_905001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_923009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_925002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_979006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_993004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1002007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1018001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1025008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1047008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1057009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1065007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1080001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1091008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1097007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1137008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1160000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1166006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1190007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1219001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1223009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1248007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1269009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1273007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1319003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1325004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1331001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1334009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1336006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1346008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1355006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1368003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1371006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1373009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1381005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1394007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1396009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1405004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1408002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1416006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1450002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1472000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1476002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1496005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1506001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1517000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1535009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1536005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1540001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1545006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1557002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1565004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1575001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1603001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1607000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1609002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1634002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1649005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1660001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1668008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1673002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1675009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1676005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1696002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1701009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1710001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1726000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1740004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1768000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1793003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1795005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1904005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1914001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1916004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1940007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1944003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1956002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1971003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1975007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1978009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1985008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1991005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2000001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2006007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2008008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2009000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2027002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2038002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2039005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2064008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2082006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2088005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2096000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2100004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2101000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2125008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2141009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2147008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2151005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2159007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2163000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2194000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2195004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2197007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2201007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2215009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2249001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2254005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2260005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2262002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2264001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2309006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2329007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2331003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2338009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2343002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2346005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2354007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2358005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2369008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2376003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2384004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2404002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2405001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2414006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2430003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2431004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2441001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2444009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2450004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2500009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2516006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2522002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2537003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2568004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2573005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2595009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2597001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2611008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2637006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2648004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2649007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2660003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2671002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2674005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2676007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2680002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2698003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2705002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2706001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2721007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2753003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2765004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2778004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2796008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2799001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2832002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2869004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2878005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2880004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2913009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2916001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2925007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2927004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2938004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2942001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2958003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2964005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2974008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2988007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2991007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2995003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_3027009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_3031003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_3040004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_3045009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_3052006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_3066001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
