id,"code","name","definition","comments","is_active","source_id/id","system"
hc_base.addl_instr_419974005,"419974005","This medicine may color the urine","This medicine may color the urine (qualifier value)","","","base.snomed","http://hl7.org/fhir/ValueSet/additional-instruction-codes"
hc_base.addl_instr_420003005,"420003005","Do not take more than . . . in 24 hours","Do not take more than . . . in 24 hours (qualifier value)","","","base.snomed","http://hl7.org/fhir/ValueSet/additional-instruction-codes"
hc_base.addl_instr_420082003,"420082003","Do not take indigestion remedies or medicines containing iron or zinc at the same time of day as this medicine","Do not take indigestion remedies or medicines containing iron or zinc at the same time of day as this medicine (qualifier value)","","","base.snomed","http://hl7.org/fhir/ValueSet/additional-instruction-codes"
hc_base.addl_instr_420110001,"420110001","Do not take indigestion remedies at the same time of day as this medicine","Do not take indigestion remedies at the same time of day as this medicine (qualifier value)","","","base.snomed","http://hl7.org/fhir/ValueSet/additional-instruction-codes"
hc_base.addl_instr_420162004,"420162004","To be spread thinly","To be spread thinly (qualifier value)","","","base.snomed","http://hl7.org/fhir/ValueSet/additional-instruction-codes"
hc_base.addl_instr_420652005,"420652005","Until gone","Until gone - dosing instruction fragment (qualifier value)","","","base.snomed","http://hl7.org/fhir/ValueSet/additional-instruction-codes"
hc_base.addl_instr_421484000,"421484000","Then discontinue","Then discontinue - dosing instruction fragment (qualifier value)","","","base.snomed","http://hl7.org/fhir/ValueSet/additional-instruction-codes"
hc_base.addl_instr_421769005,"421769005","Follow directions","Follow directions (qualifier value)","","","base.snomed","http://hl7.org/fhir/ValueSet/additional-instruction-codes"
hc_base.addl_instr_421984009,"421984009","Until finished","Until finished - dosing instruction fragment (qualifier value)","","","base.snomed","http://hl7.org/fhir/ValueSet/additional-instruction-codes"
hc_base.addl_instr_422327006,"422327006","Then stop","Then stop - dosing instruction fragment (qualifier value)","","","base.snomed","http://hl7.org/fhir/ValueSet/additional-instruction-codes"
hc_base.addl_instr_428579001,"428579001","Use with caution","Use with caution (qualifier value)","","","base.snomed","http://hl7.org/fhir/ValueSet/additional-instruction-codes"
hc_base.addl_instr_717154004,"717154004","Take on an empty stomach","Take on an empty stomach (qualifier value)","","","base.snomed","http://snomed.info"
