id,"code","name","definition","contains_id/id","level","comments","is_active","source_id/id","system"
hc_base.part_role_38265003,"38265003","Foster mother","Foster mother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_38312007,"38312007","Grandparent","Grandparent (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_39062003,"39062003","Foster child","Foster child (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_40683002,"40683002","Parent","Parent (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_41057000,"41057000","Surrogate son","Surrogate son (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_41795004,"41795004","Legal son","Legal son (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_41953004,"41953004","Adoptive parent","Adoptive parent (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_44181008,"44181008","Granddaughter","Granddaughter (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_45929001,"45929001","Half-brother","Half-brother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_46363003,"46363003","Stepsister","Stepsister (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_47801002,"47801002","Male cousin","Male cousin (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_48385004,"48385004","Acquaintance","Acquaintance (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_48673000,"48673000","Adoptive child","Adoptive child (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_50058005,"50058005","Identical twin sister","Identical twin sister (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_50261002,"50261002","Great grandfather","Great grandfather (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_51616000,"51616000","Sephardic Jew, follower of religion","Sephardic Jew, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_53201003,"53201003","Older sister","Older sister (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_54056000,"54056000","Trustee","Trustee (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_55538000,"55538000","Cousin","Cousin (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_58293006,"58293006","Foster sister","Foster sister (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_58626002,"58626002","Legal guardian","Legal guardian (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_60614009,"60614009","Natural brother","Natural brother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_62090008,"62090008","Legal mother","Legal mother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_62296006,"62296006","Natural grandfather","Natural grandfather (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_64988008,"64988008","Sunni muslim, follower of religion","Sunni muslim, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_65412001,"65412001","Stepmother","Stepmother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_65616008,"65616008","Son","Son (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_65656005,"65656005","Natural mother","Natural mother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_65853000,"65853000","Student (occupation)","Student (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_66089001,"66089001","Daughter","Daughter (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_66839005,"66839005","Father","Father (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_67005001,"67005001","Adoptive daughter","Adoptive daughter (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_67147004,"67147004","Legal father","Legal father (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_67822003,"67822003","Child","Child (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_68021009,"68021009","Great great grandparent","Great great grandparent (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_70578009,"70578009","Grandson","Grandson (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_70862002,"70862002","Contact person","Contact person (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_70924004,"70924004","Brother","Brother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_72012000,"72012000","Great grandchild","Great grandchild (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_72705000,"72705000","Mother","Mother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_73678001,"73678001","Natural sister","Natural sister (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_74128007,"74128007","Stepparent","Stepparent (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_74489007,"74489007","Younger child","Younger child (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_75226009,"75226009","Natural child","Natural child (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_75615008,"75615008","Surrogate father","Surrogate father (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_76022008,"76022008","Adoptive sister","Adoptive sister (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_76087000,"76087000","Stepbrother","Stepbrother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_78194006,"78194006","Identical twin brother","Identical twin brother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_78272007,"78272007","Natural grandparent","Natural grandparent (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_78652007,"78652007","Great grandmother","Great grandmother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_78872000,"78872000","Orphan male","Orphan male (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_79508001,"79508001","Adoptive sibling","Adoptive sibling (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_79756005,"79756005","Boyfriend","Boyfriend (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_80386000,"80386000","Great great grandfather","Great great grandfather (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_80587008,"80587008","Jehovah's Witness, follower of religion","Jehovah's Witness, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_81173009,"81173009","Only son","Only son (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_81276006,"81276006","Twin brother","Twin brother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_81467001,"81467001","Fraternal twin brother","Fraternal twin brother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_81706006,"81706006","Ashkenazi Jew, follower of religion","Ashkenazi Jew, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_82101005,"82101005","Natural sibling","Natural sibling (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_83408003,"83408003","Working parent","Working parent (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_83420006,"83420006","Natural daughter","Natural daughter (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_83559000,"83559000","Nephew","Nephew (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_84390006,"84390006","Girlfriend","Girlfriend (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_85058002,"85058002","Adoptive grandfather","Adoptive grandfather (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_85411004,"85411004","Younger brother","Younger brother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_85683001,"85683001","Single father","Single father (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_86372007,"86372007","Grandchild","Grandchild (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_86764008,"86764008","Stepchild","Stepchild (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_88510002,"88510002","Stepsibling","Stepsibling (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_89681006,"89681006","Youngest son","Youngest son (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_90921004,"90921004","Foster parent","Foster parent (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105428002,"105428002","Homosexual parents (family)","Homosexual parents (family) (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105429005,"105429005","Elderly parents (family)","Elderly parents (family) (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105431001,"105431001","Adopted person","Adopted person (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105436006,"105436006","Elderly person","Elderly person (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105437002,"105437002","Elderly man","Elderly man (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105438007,"105438007","Elderly woman","Elderly woman (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105449001,"105449001","Sick relative","Sick relative (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105450001,"105450001","Alcoholic relative","Alcoholic relative (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105451002,"105451002","Demented relative","Demented relative (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105452009,"105452009","Diabetic relative","Diabetic relative (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105453004,"105453004","Schizophrenic relative","Schizophrenic relative (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105454005,"105454005","Disabled relative","Disabled relative (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105455006,"105455006","Donor for medical or surgical procedure","Donor for medical or surgical procedure (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105456007,"105456007","Live donor","Live donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105457003,"105457003","Cadaver donor","Cadaver donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105458008,"105458008","Candidate donor","Candidate donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105459000,"105459000","Accepted donor","Accepted donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105460005,"105460005","Rejected donor","Rejected donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105461009,"105461009","Organ donor","Organ donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105462002,"105462002","Donor of kidney for transplant","Donor of kidney for transplant (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105463007,"105463007","Donor for liver transplant","Donor for liver transplant (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105464001,"105464001","Eye donor for corneal transplant","Eye donor for corneal transplant (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105465000,"105465000","Donor for heart transplant","Donor for heart transplant (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105466004,"105466004","Donor for lung transplant","Donor for lung transplant (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105467008,"105467008","Donor for heart-lung transplant","Donor for heart-lung transplant (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105468003,"105468003","Tissue donor","Tissue donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105469006,"105469006","Bone tissue donor","Bone tissue donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105470007,"105470007","Blood donor","Blood donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105471006,"105471006","Bone marrow donor","Bone marrow donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105472004,"105472004","Sperm donor for artificial insemination","Sperm donor for artificial insemination (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105473009,"105473009","Husband sperm donor for artificial insemination","Husband sperm donor for artificial insemination (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_105474003,"105474003","Related sperm donor for artificial insemination","Related sperm donor for artificial insemination (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_113157001,"113157001","Grandmother","Grandmother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_113158006,"113158006","Fraternal twin sibling","Fraternal twin sibling (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_113159003,"113159003","Legal daughter","Legal daughter (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_113160008,"113160008","Natural son","Natural son (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_113161007,"113161007","Female fiance","Female fiance (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_113163005,"113163005","Friend","Friend (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_116153009,"116153009","Donor of control material","Donor of control material (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_116154003,"116154003","Patient","Patient (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_125677006,"125677006","Relative","Relative (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_125678001,"125678001","First degree blood relative","First degree blood relative (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_125679009,"125679009","Blood relative","Blood relative (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_127848009,"127848009","Spouse","Spouse (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_127849001,"127849001","Husband","Husband (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_127850001,"127850001","Wife","Wife (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_127851002,"127851002","Fiance","Fiance (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_133931009,"133931009","Infant","Infant (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_133932002,"133932002","Caregiver","Caregiver (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_133933007,"133933007","Newborn","Newborn (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_133936004,"133936004","Adult","Adult (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_133937008,"133937008","Adolescent","Adolescent (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160234004,"160234004","Salvation Army member","Salvation Army member (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160498000,"160498000","School child (occupation)","School child (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160505009,"160505009","Common-law husband","Common-law husband (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160506005,"160506005","Common-law wife","Common-law wife (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160540005,"160540005","Roman Catholic","Roman Catholic","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160542002,"160542002","Atheist","Atheist (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160543007,"160543007","Jewish, follower of religion","Jewish, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160544001,"160544001","Christian Scientist, follower of religion","Christian Scientist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160545000,"160545000","Hindu, follower of religion","Hindu, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160549006,"160549006","Christian, follower of religion","Christian, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160557009,"160557009","Baptist, follower of religion","Baptist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160558004,"160558004","Methodist, follower of religion","Methodist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160560002,"160560002","Presbyterian, follower of religion","Presbyterian, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
