id,"code","name","definition","comments","is_active","source_id/id","system"
hc_endpoint.end_pay_type_47,"urn:ihe:pat:apsr:cancer:breast:2010","Anatomic Pathology Structured Report Cancer Breast","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_48,"urn:ihe:pat:apsr:cancer:colon:2010","Anatomic Pathology Structured Report Cancer Colon","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_49,"urn:ihe:pat:apsr:cancer:prostate:2010","Anatomic Pathology Structured Report Cancer Prostate","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_50,"urn:ihe:pat:apsr:cancer:thyroid:2010","Anatomic Pathology Structured Report Cancer Thyroid","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_51,"urn:ihe:pat:apsr:cancer:lung:2010","Anatomic Pathology Structured Report Cancer Lung","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_52,"urn:ihe:pat:apsr:cancer:skin:2010","Anatomic Pathology Structured Report Cancer Skin","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_53,"urn:ihe:pat:apsr:cancer:kidney:2010","Anatomic Pathology Structured Report Cancer Kidney","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_54,"urn:ihe:pat:apsr:cancer:cervix:2010","Anatomic Pathology Structured Report Cancer Cervix","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_55,"urn:ihe:pat:apsr:cancer:endometrium:2010","Anatomic Pathology Structured Report Cancer Endometrium","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_56,"urn:ihe:pat:apsr:cancer:ovary:2010","Anatomic Pathology Structured Report Cancer Ovary","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_57,"urn:ihe:pat:apsr:cancer:esophagus: 2010","Anatomic Pathology Structured Report Cancer Esophagus","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_58,"urn:ihe:pat:apsr:cancer:stomach: 2010","Anatomic Pathology Structured Report Cancer Stomach","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_59,"urn:ihe:pat:apsr:cancer:liver:2010","Anatomic Pathology Structured Report Cancer Liver","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_60,"urn:ihe:pat:apsr:cancer:pancreas: 2010","Anatomic Pathology Structured Report Cancer Pancreas","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_61,"urn:ihe:pat:apsr:cancer:testis:2010","Anatomic Pathology Structured Report Cancer Testis","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_62,"urn:ihe:pat:apsr:cancer:urinary_bladder:2010","Anatomic Pathology Structured Report Cancer Urinary Bladder","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_63,"urn:ihe:pat:apsr:cancer:lip_oral_cavity:2010","Anatomic Pathology Structured Report Cancer Lip Oral Cavity","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_64,"urn:ihe:pat:apsr:cancer:pharynx:2010","Anatomic Pathology Structured Report Cancer Pharynx","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_65,"urn:ihe:pat:apsr:cancer:salivary_gland:2010","Anatomic Pathology Structured Report Cancer Salivary Gland","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_66,"urn:ihe:pat:apsr:cancer:larynx:2010","Anatomic Pathology Structured Report Cancer Larynx","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_67,"urn:ihe:pharm:pre:2010","Pharmacy Pre","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_68,"urn:ihe:pharm:padv:2010","Pharmacy PADV","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_69,"urn:ihe:pharm:dis:2010","Pharmacy DIS","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_70,"urn:ihe:pharm:pml:2013","Pharmacy PML","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_71,"urn:hl7-org:sdwg:ccda-structuredBody:1.1","For documents following C-CDA constraints using a structured body.","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"
hc_endpoint.end_pay_type_72,"urn:hl7-org:sdwg:ccda-nonXMLBody:1.1","For documents following C-CDA constraints using a non structured body.","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/endpoint-payload-type"

